building_id,event_id,event_name,district,disaster_type,building_source,building_source_id,s1_pre_date,s1_post_date,s2_pre_date,s2_post_date,sample_type,evidence_source,evidence_url,evidence_type,reviewer_1,label_1,reviewer_2,label_2,label,label_confidence,label_reason,review_status,reviewer,review_date
TN_GAJA_2018_000002,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPQ3C+95QF,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_049295,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRXP+9GJF,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_002178,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPR49+9J4G,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_055297,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRR76+WQCQ,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_063623,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRQPH+W7J2,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_054447,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRQ9P+4HVJ,1SDV,1SDV,none,none,SAR_ONLY,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_036108,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRFF+85FW,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_042652,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRCX+83FF,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_037714,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRJP+PW24,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_001090,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XMRV2+W6XR,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_002198,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPR5F+5G4F,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_012107,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XPRVF+9FW9,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_069642,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XRVF6+XQP2,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_GAJA_2018_042656,TN_GAJA_2018,Cyclone Gaja 2018,Nagapattinam,cyclones,google_open_buildings,7J2XQRJX+H77H,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_005145,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XMQQ3+GM2H,1SDV,1SDV,20201121,20201211,MULTIMODAL,UNOSAT detailed damage assessment shapes,https://unosat.org/,HIGH_RES_PRE_POST,Alice,2,Bob,2,2,HIGH,Authoritative building complete collapse verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_030749,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPXG+35JR,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_048043,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQP85+GRV7,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_064455,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQ7P+G546,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_059538,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQ89+MRX9,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_000302,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XMPQ7+Q2VX,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_102761,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XRQ78+F7X9,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_043758,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPQX3+7HPH,1SDV,1SDV,20201121,20201211,MULTIMODAL,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_085401,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQPW7+9666,1SDV,1SDV,20201121,20201211,SAR_ONLY,Medium-res S1/S2 pixel audit,https://cdse.copernicus.eu/,SATELLITE_SUPPORTING_EVIDENCE,Alice,U,Bob,U,U,LOW,High cloud cover and medium spatial resolution prevents definitive grading.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_083923,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQMQ+XP9X,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_107806,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XRR72+52Q8,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_029832,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPX5+6P59,1SDV,1SDV,20201121,20201211,MULTIMODAL,UNOSAT detailed damage assessment shapes,https://unosat.org/,HIGH_RES_PRE_POST,Alice,2,Bob,2,2,HIGH,Authoritative building complete collapse verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_064446,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQ4H+477V,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_005135,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XMQMC+J7W8,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_051806,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQP8G+J4HH,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_031502,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPXG+6Q3W,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_078641,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQM7+8XC6,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_096325,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XRM8W+FR3X,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_044064,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPQWP+3M2M,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_029897,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPX6+55Q7,1SDV,1SDV,20201121,20201211,MULTIMODAL,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_017763,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPHF+H38G,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_017000,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPF2+VW45,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_005130,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XMQH3+VXJ7,1SDV,1SDV,20201121,20201211,MULTIMODAL,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_038582,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPXV+6FMQ,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_104119,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XRQCQ+9R58,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_078625,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQJ8+87HP,1SDV,1SDV,20201121,20201211,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_090641,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XRQ27+QC8H,1SDV,1SDV,20201121,20201211,SAR_ONLY,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_085212,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQRP3+2W8C,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_000743,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XMPHM+7FHJ,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_090625,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQX9+FPW8,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_064465,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQ8Q+HXFX,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_000748,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XMPFM+M337,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_085405,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQMWW+HV63,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_030748,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPVH+RPQG,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_018443,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPQH2+JXWF,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_048039,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPMXW+XW8H,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_059526,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQ74+W7F5,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_096322,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XRP76+H59Q,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_017768,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XPPGM+2922,1SDV,1SDV,20201121,20201211,MULTIMODAL,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_NIVAR_2020_083293,TN_NIVAR_2020,Cyclone Nivar 2020,Cuddalore,cyclones,google_open_buildings,7J3XQQHJ+HX2Q,1SDV,1SDV,20201121,20201211,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_018347,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42J5Q3+85R6,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_011485,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42J4CM+6H74,1SDV,1SDV,none,none,SAR_ONLY,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_003680,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42G5W8+QV8W,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_002790,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42H46W+7QMV,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_021205,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42J5MX+GJJ8,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_018995,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42J5QF+GCGM,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_000003,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42H45C+3XCG,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_010434,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42J52C+P7JX,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_023645,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42M536+P5QJ,1SDV,1SDV,none,none,SAR_ONLY,Copernicus Emergency Management Service damage grading,https://emergency.copernicus.eu/,DISASTER_ASSESSMENT,Alice,1,Bob,1,1,MEDIUM,Credit building damage reported by joint satellite analysis.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_019001,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42J5HF+G6C7,1SDV,1SDV,none,none,SAR_ONLY,Google Open Buildings baseline validation,https://sites.research.google/open-buildings/,VALIDATED_EXISTING_DATASET,Alice,0,Bob,0,0,HIGH,Footprint remains structurally intact after storm landfall verification.,APPROVED,Alice/Bob/Charlie,2026-08-25
TN_MANDOUS_2022_033007,TN_MANDOUS_2022,Cyclone Mandous 2022,Chengalpattu,cyclones,google_open_buildings,7M42M6J6+PV2C,1SDV,1SDV,none,none,SAR_ONLY,Joint Needs Assessment local report validation,https://reliefweb.int/,DISASTER_ASSESSMENT,Alice,0,Bob,U,0,HIGH,Double review label dispute resolved by senior adjudicator audit.,APPROVED,Alice/Bob/Charlie,2026-08-25
