properties,building_id,total_pixels,valid_pixels,valid_pixel_pct,mean_pre_vv,mean_post_vv,mean_change_vv,median_change_vv,std_change_vv,mean_pre_vh,mean_post_vh,mean_change_vh,median_change_vh,std_change_vh,damage_label,label_type,source_label
"{'osm_id': 430755040, 'osm_type': 'yes'}",cuddalore_bld_000093,4,4,100.0,1.0641270875930786,5.346541404724121,4.282414436340332,4.218029975891113,1.2486824361538953,-16.295745849609375,-15.40398406982422,0.8917636871337891,0.5119485855102539,3.4579928451083424,unlabeled,unlabeled,
"{'osm_id': 430755047, 'osm_type': 'yes'}",cuddalore_bld_000094,4,4,100.0,-0.285156637430191,6.812536716461182,7.097693920135498,8.07649040222168,3.430557060252179,-14.590298652648926,-6.272582530975342,8.317715644836426,8.31332778930664,0.7988906180922396,unlabeled,unlabeled,
"{'osm_id': 430755058, 'osm_type': 'yes'}",cuddalore_bld_000095,6,6,100.0,-10.22311274210612,-7.538766225179036,2.6843465169270835,2.0628504753112793,2.133803602110616,-14.585726420084637,-10.478842417399088,4.106882731119792,4.129525184631348,2.9165866656061525,unlabeled,unlabeled,
"{'osm_id': 430755060, 'osm_type': 'yes'}",cuddalore_bld_000096,4,4,100.0,-8.13430118560791,-4.761958599090576,3.372343063354492,3.2299067974090576,0.4451487296732621,-14.884307861328123,-11.318772315979004,3.565535068511963,3.4332313537597656,2.378318738812243,unlabeled,unlabeled,
"{'osm_id': 430755061, 'osm_type': 'yes'}",cuddalore_bld_000097,4,4,100.0,-5.156067848205566,-0.8686715960502625,4.287396430969238,4.255483150482178,0.7259093277679898,-14.275283813476562,-11.963132858276367,2.3121511936187744,1.956167221069336,1.4187841844237925,unlabeled,unlabeled,
"{'osm_id': 430755063, 'osm_type': 'yes'}",cuddalore_bld_000098,4,4,100.0,0.5834496021270752,0.2791056632995605,-0.3043439388275146,-0.4007329940795898,2.4934708798728904,-14.30752658843994,-13.763753890991213,0.543771505355835,-0.0737948417663574,1.9036328771733275,unlabeled,unlabeled,
"{'osm_id': 430755065, 'osm_type': 'yes'}",cuddalore_bld_000099,3,3,100.0,-4.48257573445638,-2.676682790120443,1.805892785390218,2.24707555770874,1.7780526337750202,-10.887865702311196,-11.131805419921877,-0.2439400355021158,0.5767593383789062,1.3974037132292991,unlabeled,unlabeled,
"{'osm_id': 430755067, 'osm_type': 'yes'}",cuddalore_bld_000100,4,4,100.0,-6.858674049377441,-7.55950927734375,-0.7008353471755981,-0.2495794296264648,1.519256425155335,-11.008352279663086,-13.20619010925293,-2.197838306427002,-2.7880983352661133,1.385870327090285,unlabeled,unlabeled,
"{'osm_id': 430755069, 'osm_type': 'yes'}",cuddalore_bld_000101,2,2,100.0,-1.9875798225402832,8.176985740661621,10.164565086364746,10.164565086364746,0.0442485809326171,-12.714452743530272,-12.134235382080078,0.5802164077758789,0.5802164077758789,0.3910198211669922,unlabeled,unlabeled,
"{'osm_id': 430755073, 'osm_type': 'yes'}",cuddalore_bld_000102,6,6,100.0,-7.125674565633138,-4.245435078938802,2.880239168802897,3.216599464416504,2.1763587050776154,-12.64306894938151,-13.42572021484375,-0.7826506296793619,0.3291473388671875,3.1525455525751203,unlabeled,unlabeled,
"{'osm_id': 430755074, 'osm_type': 'yes'}",cuddalore_bld_000103,4,4,100.0,-4.47072696685791,-2.307105541229248,2.163621425628662,2.000145673751831,1.3355248928519847,-14.926458358764648,-11.351444244384766,3.575014591217041,3.578596591949463,1.552948440264986,unlabeled,unlabeled,
"{'osm_id': 430755075, 'osm_type': 'yes'}",cuddalore_bld_000104,4,4,100.0,-7.840653419494629,-6.382118225097656,1.458535075187683,1.6480801105499268,2.1981097668838485,-12.55974578857422,-11.62474250793457,0.9350039958953856,0.4012551307678222,4.061496123332769,unlabeled,unlabeled,
"{'osm_id': 430755076, 'osm_type': 'yes'}",cuddalore_bld_000105,3,3,100.0,-6.001184463500977,-3.986628214518229,2.014556090037028,3.2167534828186035,2.0831467455665935,-11.796746571858725,-10.969175974527994,0.827570915222168,0.8760204315185547,0.952933603519826,unlabeled,unlabeled,
"{'osm_id': 430755077, 'osm_type': 'yes'}",cuddalore_bld_000106,3,3,100.0,0.3217895825703938,-0.8185228506724039,-1.1403122742970784,-2.4648046493530273,3.5806290241377505,-13.403170267740885,-12.779304504394531,0.6238667170206705,1.3740081787109375,1.323174516600473,unlabeled,unlabeled,
"{'osm_id': 430755153, 'osm_type': 'yes'}",cuddalore_bld_000107,5,5,100.0,-6.976016235351563,-3.5259307861328124,3.4500850677490233,4.011048316955566,3.448222422184698,-12.59221954345703,-12.3036376953125,0.2885820388793945,1.1965789794921875,1.8204810661468709,unlabeled,unlabeled,
"{'osm_id': 430755154, 'osm_type': 'yes'}",cuddalore_bld_000108,2,2,100.0,-3.3788442611694336,-0.8116744160652161,2.567169666290283,2.567169666290283,0.1737250089645794,-10.689722061157228,-11.53923225402832,-0.849510669708252,-0.849510669708252,1.029003620147705,unlabeled,unlabeled,
"{'osm_id': 430755155, 'osm_type': 'yes'}",cuddalore_bld_000109,4,4,100.0,4.018924236297607,5.8094305992126465,1.7905066013336182,2.3274729251861572,3.6293584185590326,-16.491331100463867,-15.24285125732422,1.2484791278839111,0.3148727416992187,2.725736815449048,unlabeled,unlabeled,
"{'osm_id': 430755156, 'osm_type': 'yes'}",cuddalore_bld_000110,2,2,100.0,-6.0996246337890625,-4.921907901763916,1.1777164936065674,1.1777164936065674,2.833331823348999,-12.521395683288574,-10.990510940551758,1.5308847427368164,1.5308847427368164,3.1090869903564453,unlabeled,unlabeled,
"{'osm_id': 430755157, 'osm_type': 'yes'}",cuddalore_bld_000111,4,4,100.0,-3.2475011348724365,-5.3437395095825195,-2.096238136291504,-2.124058961868286,0.2018278205922128,-13.88686752319336,-14.412866592407228,-0.5259990692138672,-0.4978108406066894,3.662309136642988,unlabeled,unlabeled,
"{'osm_id': 440855936, 'osm_type': 'school'}",cuddalore_bld_000112,12,12,100.0,-4.392085075378418,-2.432135899861654,1.9599494934082031,2.200483798980713,2.6460926888153105,-13.5242067972819,-12.146348317464192,1.3778581619262695,0.4556856155395508,3.0137504770399457,unlabeled,unlabeled,
"{'osm_id': 440855996, 'osm_type': 'yes'}",cuddalore_bld_000113,7,7,100.0,-1.356156485421317,-4.441439764840262,-3.0852835518973216,-2.2300195693969727,1.7313793308399803,-13.240530831473214,-12.69411141531808,0.5464196886335101,0.605133056640625,1.22029651020078,unlabeled,unlabeled,
"{'osm_id': 440856155, 'osm_type': 'school'}",cuddalore_bld_000114,19,19,100.0,-6.67034229479338,-4.0708361173930925,2.599506980494449,2.4487643241882324,2.8550060924974603,-15.99590421977796,-13.195139834755343,2.800764385022615,2.9673376083374023,2.456201165398482,unlabeled,unlabeled,
"{'osm_id': 440857428, 'osm_type': 'yes'}",cuddalore_bld_000115,17,17,100.0,-9.546781652113973,-4.539232590619256,5.007549510282629,3.4104042053222656,4.167152457212291,-16.6200346105239,-13.29763973460478,3.3223957734949447,3.6153602600097656,2.465149047396471,unlabeled,unlabeled,
"{'osm_id': 440857696, 'osm_type': 'school'}",cuddalore_bld_000116,19,19,100.0,-7.82016312448602,-6.241359911466899,1.578804417660362,1.640338897705078,4.621922460633822,-16.5475785104852,-16.752402857730264,-0.2048257024664627,0.6825962066650391,3.4256392874143087,unlabeled,unlabeled,
"{'osm_id': 473808828, 'osm_type': 'yes'}",cuddalore_bld_000117,17,17,100.0,-5.8929883171530335,-5.033365586224725,0.8596234041101792,0.7701296806335449,1.9775292973527567,-13.998955221737132,-11.994994219611671,2.003960777731503,1.751093864440918,2.4983190501360792,unlabeled,unlabeled,
"{'osm_id': 474802312, 'osm_type': 'yes'}",cuddalore_bld_000118,6,6,100.0,-9.43236287434896,-5.190457026163737,4.241905530293782,4.469167709350586,3.057486526651963,-17.47931416829427,-11.971605936686196,5.507707595825195,8.033535957336426,5.2234076079239795,unlabeled,unlabeled,
"{'osm_id': 474802313, 'osm_type': 'yes'}",cuddalore_bld_000119,10,10,100.0,-2.633932113647461,-0.9287914276123048,1.7051404953002929,0.6740570664405823,3.2164540669046717,-17.472161865234376,-13.31702880859375,4.155131149291992,4.455963134765625,4.283116762878962,unlabeled,unlabeled,
"{'osm_id': 474802325, 'osm_type': 'yes'}",cuddalore_bld_000120,10,10,100.0,-5.81598129272461,-6.4122459411621096,-0.596264123916626,-1.6592364311218262,2.3048842171823374,-13.322158813476562,-11.20209197998047,2.1200672149658204,1.550546169281006,1.3841580069486228,unlabeled,unlabeled,
"{'osm_id': 474802326, 'osm_type': 'yes'}",cuddalore_bld_000121,9,9,100.0,-7.554320441351996,-4.806898328993055,2.747422536214193,4.200712203979492,2.855114739303066,-13.535670810275608,-14.639258490668404,-1.1035889519585504,-2.170736312866211,2.6718149116099945,unlabeled,unlabeled,
"{'osm_id': 474802327, 'osm_type': 'yes'}",cuddalore_bld_000122,9,9,100.0,-8.848246256510416,-6.818578932020399,2.0296673244900174,2.715212821960449,3.6542121415343334,-14.842926025390623,-15.02501932779948,-0.1820946799384223,-0.9794149398803712,3.1318672808176924,unlabeled,unlabeled,
"{'osm_id': 474802328, 'osm_type': 'yes'}",cuddalore_bld_000123,6,6,100.0,-5.932075500488281,-4.549691518147786,1.3823839823404949,1.8775255680084229,1.6231391742632866,-11.047882080078123,-13.286028544108072,-2.2381461461385093,-1.9053559303283691,3.5148682887546627,unlabeled,unlabeled,
"{'osm_id': 474802329, 'osm_type': 'yes'}",cuddalore_bld_000124,9,9,100.0,-5.864519755045573,-1.2087133195665147,4.655806223551433,4.128291130065918,2.966643289540748,-16.34286159939236,-15.321097479926216,1.0217636956108942,0.3812294006347656,1.3347608540889373,unlabeled,unlabeled,
"{'osm_id': 474802330, 'osm_type': 'yes'}",cuddalore_bld_000125,11,11,100.0,-2.988627693869851,-0.5649415362964977,2.423686287619851,1.7615439891815186,2.4305068488455004,-12.130651300603692,-12.230195478959518,-0.0995440916581587,0.8496389389038086,4.536911870504093,unlabeled,unlabeled,
"{'osm_id': 539952294, 'osm_type': 'school'}",cuddalore_bld_000126,49,49,100.0,-4.003370012555804,-0.9223271584024236,3.08104285415338,3.9832916259765625,4.237536814179057,-15.30694206393495,-12.776135503029336,2.530805470992108,2.517141342163086,3.809567907886603,unlabeled,unlabeled,
"{'osm_id': 540337454, 'osm_type': 'school'}",cuddalore_bld_000127,14,14,100.0,-3.9971348898751393,-3.855222157069615,0.1419126646859305,0.5452211499214172,2.852500255451118,-15.05454581124442,-14.57927703857422,0.4752697944641113,0.5346922874450684,2.9386441260004927,unlabeled,unlabeled,
"{'osm_id': 572661268, 'osm_type': 'yes'}",cuddalore_bld_000128,11,11,100.0,-4.842997811057351,-5.481497331099077,-0.638499996878884,-0.1821646690368652,2.4989729158182663,-11.714957497336648,-11.318392666903408,0.3965649171309037,0.5605850219726562,3.218474193058448,unlabeled,unlabeled,
"{'osm_id': 735111705, 'osm_type': 'yes'}",cuddalore_bld_000129,8,8,100.0,-10.452409744262695,-5.0928826332092285,5.359526634216309,5.673903942108154,1.7943352657456475,-15.383630752563477,-12.782421112060549,2.601210117340088,2.424434185028076,1.730665415298696,unlabeled,unlabeled,
"{'osm_id': 740415965, 'osm_type': 'yes'}",cuddalore_bld_000130,4,4,100.0,5.294075965881348,7.106248378753662,1.812173128128052,1.973658800125122,0.3849943328455105,-14.87701416015625,-11.665701866149902,3.211313009262085,2.086355686187744,3.6105570083542378,unlabeled,unlabeled,
"{'osm_id': 740570210, 'osm_type': 'yes'}",cuddalore_bld_000131,2,2,100.0,3.431817054748535,0.6583830714225769,-2.7734339237213135,-2.7734339237213135,1.984582245349885,-10.835906982421877,-8.950032234191895,1.8858747482299805,1.8858747482299805,2.684891700744629,unlabeled,unlabeled,
"{'osm_id': 740756406, 'osm_type': 'yes'}",cuddalore_bld_000132,4,4,100.0,3.541883707046509,4.311698913574219,0.7698155045509338,0.4226522445678711,1.2593308532769296,-14.114273071289062,-14.849977493286133,-0.7357051372528076,-0.561180591583252,2.439550600111896,unlabeled,unlabeled,
"{'osm_id': 740952191, 'osm_type': 'yes'}",cuddalore_bld_000133,6,6,100.0,2.21042267481486,4.721230824788411,2.510807673136393,1.8990869522094729,1.4790909002174808,-11.116432189941406,-11.738274892171225,-0.6218430201212565,-0.0186343193054199,2.084366628336796,unlabeled,unlabeled,
"{'osm_id': 778432816, 'osm_type': 'yes'}",cuddalore_bld_000134,9,9,100.0,-2.448248545328776,2.5194488101535373,4.9676971435546875,5.362202167510986,1.7217750926013686,-15.28799777560764,-12.652601453993055,2.6353948381212025,2.2639665603637695,2.9370764724701113,unlabeled,unlabeled,
"{'osm_id': 778432822, 'osm_type': 'yes'}",cuddalore_bld_000135,14,14,100.0,-0.97650636945452,2.373620986938477,3.3501270839146207,4.504849433898926,3.968879227353743,-16.879371643066406,-12.539050510951451,4.3403216770717075,5.389598369598389,3.5997820864268255,unlabeled,unlabeled,
"{'osm_id': 778432830, 'osm_type': 'yes'}",cuddalore_bld_000136,6,6,100.0,0.9797279834747314,4.121151606241862,3.141423543294271,3.65669322013855,2.178881001027596,-15.941033681233725,-13.81134287516276,2.1296911239624023,2.313593864440918,2.405354609503307,unlabeled,unlabeled,
"{'osm_id': 778432831, 'osm_type': 'yes'}",cuddalore_bld_000137,6,6,100.0,2.0630648930867515,6.000091552734375,3.937026659647623,4.920837879180908,3.351565271856212,-12.659456888834637,-11.85321807861328,0.8062380154927572,0.192692756652832,1.2182247213792052,unlabeled,unlabeled,
"{'osm_id': 778432834, 'osm_type': 'yes'}",cuddalore_bld_000138,7,7,100.0,-7.4693739754813055,-4.655666351318359,2.8137076241629466,1.3769230842590332,3.2534957155744006,-11.912671770368304,-11.639690944126674,0.2729809624808175,0.8976821899414062,2.7649128508138836,unlabeled,unlabeled,
"{'osm_id': 778432848, 'osm_type': 'yes'}",cuddalore_bld_000139,4,4,100.0,4.925502777099609,6.596728324890137,1.6712257862091064,1.707327127456665,0.6892963575413774,-13.296102523803713,-13.13758373260498,0.1585199832916259,0.3356742858886719,0.6843350179560194,unlabeled,unlabeled,
"{'osm_id': 838475000, 'osm_type': 'yes'}",cuddalore_bld_000140,5,5,100.0,-3.0862285614013674,-1.335999393463135,1.750229263305664,2.71024751663208,2.541322902873602,-11.780343627929687,-10.457845306396484,1.32249755859375,1.409926414489746,1.5213157408901958,unlabeled,unlabeled,
"{'osm_id': 838475001, 'osm_type': 'yes'}",cuddalore_bld_000141,4,4,100.0,-2.89302134513855,2.487770318984986,5.380791664123535,6.514707565307617,2.730071099101786,-12.160459518432615,-10.404297828674316,1.756162405014038,0.8958816528320312,1.603184100672424,unlabeled,unlabeled,
"{'osm_id': 838475002, 'osm_type': 'yes'}",cuddalore_bld_000142,7,7,100.0,-5.2263080051967075,-3.4345520564488004,1.7917559487479071,1.0817480087280271,1.2083898624419138,-11.564518519810267,-11.0564945765904,0.5080242156982422,0.2787647247314453,2.027727152008289,unlabeled,unlabeled,
"{'osm_id': 838475003, 'osm_type': 'yes'}",cuddalore_bld_000143,3,3,100.0,-0.9902949333190918,-0.5751651128133138,0.4151297807693481,0.5611774921417236,0.266660574156529,-15.239419301350912,-12.697461446126304,2.54195785522461,2.080238342285156,1.6554548850676445,unlabeled,unlabeled,
"{'osm_id': 838475004, 'osm_type': 'yes'}",cuddalore_bld_000144,4,4,100.0,-0.1588550209999084,4.130434989929199,4.289289474487305,4.648536205291748,1.11473314278188,-10.88886547088623,-7.517416477203369,3.371448516845703,3.399883508682251,1.1318893962310523,unlabeled,unlabeled,
"{'osm_id': 838475005, 'osm_type': 'yes'}",cuddalore_bld_000145,5,5,100.0,-1.9561737060546875,0.4504572868347168,2.406630897521973,1.1225517988204956,2.0820220231560365,-13.737957763671876,-12.180423736572266,1.5575338363647462,2.9161338806152344,2.4333707038022334,unlabeled,unlabeled,
"{'osm_id': 838475006, 'osm_type': 'yes'}",cuddalore_bld_000146,2,2,100.0,-7.07011079788208,-0.6597539186477661,6.4103569984436035,6.4103569984436035,0.7763185501098633,-13.245793342590332,-10.378206253051758,2.867587089538574,2.867587089538574,0.7235050201416016,unlabeled,unlabeled,
"{'osm_id': 838475008, 'osm_type': 'yes'}",cuddalore_bld_000147,4,4,100.0,3.499356746673584,6.261053085327148,2.7616965770721436,2.8551080226898193,1.2804491994260634,-16.71554946899414,-12.570867538452148,4.144681930541992,3.4730663299560547,3.103481313142317,unlabeled,unlabeled,
"{'osm_id': 838475009, 'osm_type': 'yes'}",cuddalore_bld_000148,4,4,100.0,-4.682724952697754,-2.1382665634155273,2.5444583892822266,2.3669958114624023,3.0573674979041647,-15.456844329833984,-10.75973892211914,4.697105407714844,3.962693691253662,2.549493838213035,unlabeled,unlabeled,
"{'osm_id': 838475010, 'osm_type': 'yes'}",cuddalore_bld_000149,4,4,100.0,2.0979652404785156,-1.652126431465149,-3.750091552734375,-3.944759607315063,4.1083274882044325,-13.787327766418455,-14.759005546569824,-0.9716780185699464,-1.7638859748840332,2.888013988809705,unlabeled,unlabeled,
"{'osm_id': 838475012, 'osm_type': 'yes'}",cuddalore_bld_000150,5,5,100.0,-4.969297790527344,-0.1684605956077575,4.800837707519531,5.0804972648620605,0.7154696381285134,-12.399098205566409,-12.717074584960937,-0.317976188659668,-0.3344860076904297,1.0687050739725334,unlabeled,unlabeled,
"{'osm_id': 838475013, 'osm_type': 'yes'}",cuddalore_bld_000151,6,6,100.0,-4.1638228098551435,0.125335564215978,4.289158185323079,3.837378978729248,1.4884452992809452,-14.869196573893229,-11.130631764729818,3.738565444946289,3.867504119873047,2.160226491881645,unlabeled,unlabeled,
"{'osm_id': 838475015, 'osm_type': 'yes'}",cuddalore_bld_000152,6,6,100.0,-6.71072514851888,-7.390979131062825,-0.6802539825439453,-0.8273539543151855,3.0381645754168254,-11.212056477864584,-11.578962961832682,-0.3669064839680989,-0.0843019485473632,2.7729526157912976,unlabeled,unlabeled,
"{'osm_id': 838475016, 'osm_type': 'yes'}",cuddalore_bld_000153,11,11,100.0,2.83315034346147,3.1304747841574927,0.2973246140913529,0.581007719039917,1.6016639890304931,-14.443043101917612,-13.428214333274148,1.0148292021317915,0.653350830078125,1.9963445049979207,unlabeled,unlabeled,
"{'osm_id': 838475017, 'osm_type': 'yes'}",cuddalore_bld_000154,4,4,100.0,4.9863409996032715,5.187994003295898,0.2016529440879821,-0.2794657945632934,1.3052048436039916,-11.488405227661133,-11.664800643920898,-0.1763944625854492,-0.4986562728881836,1.8930710090065583,unlabeled,unlabeled,
"{'osm_id': 838475018, 'osm_type': 'yes'}",cuddalore_bld_000155,8,8,100.0,6.27827787399292,10.53565502166748,4.257378101348877,4.462102890014648,1.4478535081183372,-13.285642623901367,-12.489839553833008,0.7958031892776489,0.832740306854248,1.806580548563702,unlabeled,unlabeled,
"{'osm_id': 838475019, 'osm_type': 'yes'}",cuddalore_bld_000156,8,8,100.0,-5.984121799468994,-2.5995893478393555,3.384532928466797,3.969970703125,2.035065914242695,-14.476996421813965,-11.312807083129885,3.164188861846924,3.682672500610352,1.4668409353601577,unlabeled,unlabeled,
"{'osm_id': 838475020, 'osm_type': 'yes'}",cuddalore_bld_000157,6,6,100.0,0.3470148245493571,3.3903490702311196,3.0433340072631836,3.84804105758667,2.053686757979824,-15.78955332438151,-12.80026626586914,2.9892857869466147,2.7698707580566406,3.087878793636764,unlabeled,unlabeled,
"{'osm_id': 838475021, 'osm_type': 'yes'}",cuddalore_bld_000158,4,4,100.0,-1.7357604503631592,2.044015645980835,3.779776096343994,3.7723617553710938,1.81397645551175,-11.806733131408691,-11.494026184082031,0.312706708908081,0.2084612846374511,1.1531382876613632,unlabeled,unlabeled,
"{'osm_id': 838475027, 'osm_type': 'yes'}",cuddalore_bld_000159,6,6,100.0,3.3771467208862305,6.355026880900065,2.9778804779052734,3.0932466983795166,1.6562620525576262,-12.72442626953125,-12.006118774414062,0.7183076540629069,1.1526103019714355,1.3173891617425717,unlabeled,unlabeled,
"{'osm_id': 838475028, 'osm_type': 'yes'}",cuddalore_bld_000160,6,6,100.0,-7.69850222269694,-4.510948816935222,3.1875534057617188,2.754150390625,3.5877603259800392,-12.381937662760416,-13.644639333089192,-1.2626997629801433,-0.5581316947937012,3.2995105336834265,unlabeled,unlabeled,
"{'osm_id': 838475031, 'osm_type': 'yes'}",cuddalore_bld_000161,4,4,100.0,-3.146926164627075,0.5577840805053711,3.7047104835510254,3.8154830932617183,2.181893002109367,-16.866378784179688,-12.058611869812012,4.807766914367676,3.7905449867248535,3.779716908917302,unlabeled,unlabeled,
"{'osm_id': 838475038, 'osm_type': 'yes'}",cuddalore_bld_000162,6,6,100.0,12.689149220784506,17.422317504882812,4.7331695556640625,4.042425155639648,3.86875645772667,-14.374804178873696,-10.80018107096354,3.5746243794759116,3.733710765838623,3.2990830203886152,unlabeled,unlabeled,
"{'osm_id': 838475041, 'osm_type': 'yes'}",cuddalore_bld_000163,5,5,100.0,1.4251192092895508,3.17590217590332,1.7507827758789063,1.026585578918457,1.1018657993793306,-13.400961303710938,-11.323175048828125,2.0777862548828123,1.817133903503418,2.5351646528911007,unlabeled,unlabeled,
"{'osm_id': 838475042, 'osm_type': 'yes'}",cuddalore_bld_000164,9,9,100.0,2.242908477783203,2.7367411719428167,0.4938326411777072,0.224884033203125,4.52046214416658,-15.95760260687934,-14.057224697536892,1.9003787570529511,1.0023565292358398,3.939027794651677,unlabeled,unlabeled,
"{'osm_id': 838475043, 'osm_type': 'yes'}",cuddalore_bld_000165,5,5,100.0,0.9798140525817872,4.615603256225586,3.6357891082763674,3.588944911956787,1.3626804725210404,-14.527935791015626,-9.96187744140625,4.566059112548828,3.883758544921875,2.63884054244895,unlabeled,unlabeled,
"{'osm_id': 838475044, 'osm_type': 'yes'}",cuddalore_bld_000166,6,6,100.0,8.307857513427734,14.94622039794922,6.638362884521484,5.884682655334473,2.045970224426745,-11.20883814493815,-10.19784418741862,1.0109931627909343,0.7284421920776367,1.610319388994661,unlabeled,unlabeled,
"{'osm_id': 838475047, 'osm_type': 'yes'}",cuddalore_bld_000167,7,7,100.0,-4.192061288016183,-2.1789098467145647,2.0131514413016185,2.319197177886963,1.6978029351981512,-13.238687787737163,-11.580287388392858,1.6584010805402485,1.3855876922607422,2.6495761437722396,unlabeled,unlabeled,
"{'osm_id': 838475049, 'osm_type': 'yes'}",cuddalore_bld_000168,3,3,100.0,5.868235270182292,10.045066833496094,4.176831881205241,3.835185050964355,0.7266795449522839,-11.28029759724935,-9.693341573079428,1.5869563420613606,1.7383689880371094,0.3324564676332164,unlabeled,unlabeled,
"{'osm_id': 838475051, 'osm_type': 'yes'}",cuddalore_bld_000169,6,6,100.0,2.105115254720052,7.641931533813477,5.536816279093425,5.532514572143555,1.1244469336576175,-16.94141133626302,-14.269444783528646,2.671966234842936,3.035691261291504,2.6881213984480667,unlabeled,unlabeled,
"{'osm_id': 838475052, 'osm_type': 'yes'}",cuddalore_bld_000170,9,9,100.0,2.3552881876627603,2.054709964328342,-0.3005783557891845,0.3670617341995239,2.8621555027213135,-15.05772908528646,-14.032442728678385,1.02528805202908,1.0633611679077148,1.6727223181089137,unlabeled,unlabeled,
"{'osm_id': 838475053, 'osm_type': 'yes'}",cuddalore_bld_000171,4,4,100.0,-0.8852013349533081,-0.5007656812667847,0.3844355940818786,-0.2364780306816101,1.8709501308422776,-15.034786224365234,-14.148344039916992,0.8864412307739258,0.7703056335449219,0.7069754286238221,unlabeled,unlabeled,
"{'osm_id': 838475054, 'osm_type': 'yes'}",cuddalore_bld_000172,3,3,100.0,4.425424893697103,10.032508850097656,5.607084274291992,4.086140155792236,2.522233264031607,-14.17088826497396,-14.000282287597656,0.1706066131591797,0.2738418579101562,1.026661709455882,unlabeled,unlabeled,
"{'osm_id': 838475056, 'osm_type': 'yes'}",cuddalore_bld_000173,2,2,100.0,6.242467403411865,13.97658920288086,7.734121799468994,7.734121799468994,0.3610692024230957,-11.59528350830078,-10.477365493774414,1.1179189682006836,1.1179189682006836,2.061309814453125,unlabeled,unlabeled,
"{'osm_id': 838475057, 'osm_type': 'yes'}",cuddalore_bld_000174,6,6,100.0,-1.0494728088378906,-0.74002472559611,0.3094481229782104,0.5995351076126099,2.5497493185809095,-15.000775655110678,-15.137582143147789,-0.1368072827657064,-2.0641865730285645,3.926016041097966,unlabeled,unlabeled,
"{'osm_id': 838475060, 'osm_type': 'yes'}",cuddalore_bld_000175,8,8,100.0,-2.905437469482422,0.2557834982872009,3.1612210273742676,4.026035308837891,3.4270379874616266,-12.801487922668455,-10.360618591308594,2.4408693313598633,2.627380609512329,1.8933511418238715,unlabeled,unlabeled,
"{'osm_id': 838475061, 'osm_type': 'yes'}",cuddalore_bld_000176,8,8,100.0,-3.009671688079834,-3.4307761192321777,-0.421104371547699,0.0227575302124023,2.594867874179213,-13.312825202941896,-12.425677299499512,0.8871479034423828,0.7139377593994141,2.1372664571603965,unlabeled,unlabeled,
"{'osm_id': 838475062, 'osm_type': 'yes'}",cuddalore_bld_000177,6,6,100.0,-1.6736453374226887,0.3809028466542561,2.0545481046040854,2.0941107273101807,1.702069295358826,-13.70920435587565,-11.71246337890625,1.9967419306437175,2.242976665496826,3.226037103004113,unlabeled,unlabeled,
"{'osm_id': 838475063, 'osm_type': 'yes'}",cuddalore_bld_000178,3,3,100.0,-1.6996866861979167,-0.2457346121470133,1.453952153523763,0.4887523651123047,1.759040358187526,-14.167954762776692,-11.54315185546875,2.6248035430908203,2.5378952026367188,1.5133510569902588,unlabeled,unlabeled,
"{'osm_id': 838475064, 'osm_type': 'yes'}",cuddalore_bld_000179,4,4,100.0,-1.947734832763672,1.551891565322876,3.499626398086548,4.035687446594238,1.2313505160879084,-14.481644630432127,-11.570959091186523,2.9106855392456055,2.9345951080322266,2.6997950516341542,unlabeled,unlabeled,
"{'osm_id': 838475065, 'osm_type': 'yes'}",cuddalore_bld_000180,4,4,100.0,-5.439786911010742,-1.0039098262786863,4.435876846313477,5.056750297546387,4.964895882674264,-12.330145835876465,-15.856441497802734,-3.5262959003448486,-3.1842284202575684,1.1000594222172335,unlabeled,unlabeled,
"{'osm_id': 838475066, 'osm_type': 'yes'}",cuddalore_bld_000181,5,5,100.0,-1.1636375427246093,-1.44688024520874,-0.2832427501678466,-0.5464637279510498,1.0759135557781774,-10.1549560546875,-12.63835906982422,-2.483403205871582,-4.479876518249512,3.469649462496605,unlabeled,unlabeled,
"{'osm_id': 838475067, 'osm_type': 'yes'}",cuddalore_bld_000182,6,6,100.0,-4.746312141418457,-3.9805771509806314,0.7657348314921061,1.5640052556991575,1.447022390932191,-12.984280904134115,-13.487836201985678,-0.5035543441772461,-0.1146903038024902,1.6897931728774012,unlabeled,unlabeled,
"{'osm_id': 838475068, 'osm_type': 'yes'}",cuddalore_bld_000183,6,6,100.0,-1.692380428314209,3.409817377726237,5.1021982828776045,5.986464500427246,3.243134953685914,-13.851030985514322,-12.172445933024088,1.6785860061645508,1.9856081008911133,1.2318975473176494,unlabeled,unlabeled,
"{'osm_id': 838475069, 'osm_type': 'yes'}",cuddalore_bld_000184,5,5,100.0,-1.277292823791504,-4.393743896484375,-3.116450881958008,-3.616609096527099,1.0230344955505437,-11.068888854980468,-12.54845733642578,-1.4795679092407226,-0.6450433731079102,1.960443061271052,unlabeled,unlabeled,
"{'osm_id': 838475072, 'osm_type': 'yes'}",cuddalore_bld_000185,7,7,100.0,3.289973667689732,4.454124995640346,1.16415160042899,0.3636379241943359,2.656879530166532,-13.446864536830358,-11.516566685267858,1.930297442844936,3.5943078994750977,4.741384371487991,unlabeled,unlabeled,
