building_id,event_id,sample_type,s1_pre_valid,s1_post_valid,s2_pre_valid,s2_post_valid,output_dir,geometry_hash,building_area_m2,district,disaster_type,event_name,impact_date,s1_pre_date,s1_post_date,s2_pre_date,s2_post_date,s1_available,s2_available,optical_available,mask_sum,mask_fraction,crs
TN_MANDOUS_2022_021219,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_021219,cad5750dc66fadb2,47.93,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_025078,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_025078,a705ea25d99d4966,56.68,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_028636,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_028636,a4944c7fda0e5e6d,68.5,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_033046,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033046,5bf529426ce19595,529.04,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,13,0.0126953125,EPSG:32644
TN_MANDOUS_2022_025350,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_025350,e94caa45e5229ca1,15.46,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_033057,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033057,3bda62697322e678,52.99,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_033012,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033012,3406da44e7420931,10.7,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_033380,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033380,0a6b29faa6d8dcf4,25.01,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_000009,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_000009,9ea82c1f7fb2d347,169.86,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_MANDOUS_2022_000017,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_000017,ce5ea1f5ae445672,72.42,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_004679,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_004679,ae6c8c274b4cba59,92.35,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_MANDOUS_2022_008656,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_008656,16548545e9a84787,69.62,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_011493,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_011493,d5da1d68667436e8,34.23,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_017499,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_017499,50dc03f5cfa6d91d,22.55,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_017539,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_017539,58d9e6115f49ff03,11.79,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_021960,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_021960,9581fae4dbbba917,46.88,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_026464,TN_MANDOUS_2022,SAR_ONLY,90.62,90.62,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_026464,057f59122f060b4b,23.28,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_029029,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_029029,08d76bf380a51696,57.49,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_000071,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_000071,a1623e1ef18b9774,113.01,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_000233,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_000233,7c36feb10ee26028,57.29,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_MANDOUS_2022_005772,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_005772,3ecaa31fe712baef,57.78,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_MANDOUS_2022_009057,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_009057,e0145f98fa842109,60.92,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_011507,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_011507,444da36708fc6abc,34.67,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_MANDOUS_2022_012804,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_012804,804ff94cfe860043,24.86,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_017715,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_017715,8940d32eb37cf52c,15.03,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_MANDOUS_2022_022758,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_022758,fdf752aee911565b,56.13,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_026577,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_026577,02e5052349aa0a27,50.8,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_029164,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_029164,89dd39768acf7f5e,8.09,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_002399,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_002399,bc98c8e1f404a2cb,75.8,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_002857,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_002857,34f7f85d61644909,69.77,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_006573,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_006573,58a6392bac22b41b,24.39,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_008862,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_008862,89c9ddff65099903,22.9,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_011838,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_011838,76578263265a99d8,44.79,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_MANDOUS_2022_018315,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_018315,d96efb2a51c5643d,70.86,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_018415,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_018415,cc19643eb45a6740,35.95,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_022757,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_022757,5d06df95bfda8e2e,14.48,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_027117,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_027117,8e466168a25ddef0,28.86,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_MANDOUS_2022_029565,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_029565,e3b552586e01face,40.68,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_003695,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_003695,4d474c15e213ddae,44.8,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_003718,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_003718,0fe7e41e861dda34,7.87,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_MANDOUS_2022_007541,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_007541,c1582ae9142fc141,6.64,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_012977,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_012977,862e620bd30972c6,458.0,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,9,0.0087890625,EPSG:32644
TN_MANDOUS_2022_012850,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_012850,8dbcbfa301dfeef7,33.98,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_019017,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_019017,302709150cb034fd,18.18,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_MANDOUS_2022_019004,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_019004,a5639211c729f53b,35.25,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_023668,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_023668,1fd6b8c4544373e0,242.85,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,7,0.0068359375,EPSG:32644
TN_MANDOUS_2022_028226,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_028226,fa73c440a1c57696,53.3,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_030285,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_030285,449121d4b89bcb25,63.3,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_003688,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_003688,796c31b9f811d18e,132.99,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,6,0.005859375,EPSG:32644
TN_MANDOUS_2022_003775,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_003775,60fa5401ec644a4a,578.57,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,13,0.0126953125,EPSG:32644
TN_MANDOUS_2022_007894,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_007894,0af8795c460784c8,133.63,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_010473,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_010473,dc98ce4aefd966ac,73.06,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_012854,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_012854,1f7178a5f363f94a,58.24,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_019010,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_019010,4383b676f91fb18e,24.92,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_019012,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_019012,1b25e8ae28fb26a9,50.63,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_023733,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_023733,b5b4fdd21303b675,9.92,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_028222,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_028222,6a82dd87e1186df1,213.89,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_MANDOUS_2022_030532,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_030532,05a7bf686411175d,21.21,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_MANDOUS_2022_010458,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_010458,c9e7b69191e22ff6,31.95,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_014377,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_014377,0b52776733000df8,54.4,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_019997,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_019997,831600f7063306cb,127.36,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,6,0.005859375,EPSG:32644
TN_MANDOUS_2022_020087,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_020087,9d79b521a1ae77fa,20.93,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_MANDOUS_2022_028552,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_028552,4475b260546e8fca,52.82,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,3,0.0029296875,EPSG:32644
TN_MANDOUS_2022_028564,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_028564,863a8f831324f5b3,100.34,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_MANDOUS_2022_030948,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_030948,d65549d0b9e562bc,11.48,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,1,0.0009765625,EPSG:32644
TN_MANDOUS_2022_016919,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_016919,cbcb649f367cd222,157.02,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_021211,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_021211,2a03921bb3097b2d,377.18,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,10,0.009765625,EPSG:32644
TN_MANDOUS_2022_021220,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_021220,b1095a11425615c6,35.61,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_025079,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_025079,3df3291db343a0eb,53.57,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_028639,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_028639,27bd1ff9ba5a4442,135.95,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,5,0.0048828125,EPSG:32644
TN_MANDOUS_2022_033049,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033049,1632446e72e15d9a,107.28,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_025386,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_025386,3ac49c8a7c55f5b7,27.94,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_033067,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033067,cb2e92f6a041d726,38.4,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,4,0.00390625,EPSG:32644
TN_MANDOUS_2022_033013,TN_MANDOUS_2022,SAR_ONLY,100.0,100.0,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033013,542e98628bc139fe,32.32,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,2,0.001953125,EPSG:32644
TN_MANDOUS_2022_033385,TN_MANDOUS_2022,SAR_ONLY,81.25,81.25,0.0,0.0,data/tamil_nadu/chips_scaled//TN_MANDOUS_2022/TN_MANDOUS_2022_033385,35fa1fbdfd6e01c8,116.74,Chengalpattu,cyclones,Cyclone Mandous 2022,2022-12-09,1SDV,1SDV,none,none,True,False,False,6,0.005859375,EPSG:32644
