sample_id,xbd_uid,disaster,disaster_type,peril,damage_label,damage_class,split,s1_pre_path,s1_post_path,s2_pre_path,s2_post_path,building_mask_path,geometry
xbd_bld_189914,nepal-flooding_00000254,nepal-flooding,flooding,flood,destroyed,2,test,data/xbd_s12/s1/nepal-flooding_00000254_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000254_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000254_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000254_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000254_mask_sim.npy,"POLYGON ((83.51696582405256 26.53964208012692, 83.51696582405256 26.53984208012692, 83.51676582405256 26.53984208012692, 83.51676582405256 26.53964208012692, 83.51696582405256 26.53964208012692))"
xbd_bld_083740,hurricane-michael_00000215,hurricane-michael,wind,storm,destroyed,2,val,data/xbd_s12/s1/hurricane-michael_00000215_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000215_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000215_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000215_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000215_mask_sim.npy,"POLYGON ((-85.6094162377739 30.20024463044894, -85.6094162377739 30.20044463044894, -85.6096162377739 30.20044463044894, -85.6096162377739 30.20024463044894, -85.6094162377739 30.20024463044894))"
xbd_bld_078806,hurricane-michael_00000146,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000146_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000146_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000146_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000146_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000146_mask_sim.npy,"POLYGON ((-85.66654921646264 30.218160665050064, -85.66654921646264 30.218360665050064, -85.66674921646265 30.218360665050064, -85.66674921646265 30.218160665050064, -85.66654921646264 30.218160665050064))"
xbd_bld_201990,nepal-flooding_00000424,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000424_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000424_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000424_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000424_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000424_mask_sim.npy,"POLYGON ((83.40251364554192 26.61907424516089, 83.40251364554192 26.619274245160888, 83.40231364554191 26.619274245160888, 83.40231364554191 26.61907424516089, 83.40251364554192 26.61907424516089))"
xbd_bld_205282,nepal-flooding_00000467,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000467_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000467_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000467_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000467_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000467_mask_sim.npy,"POLYGON ((83.35697913073994 26.714002791923285, 83.35697913073994 26.714202791923285, 83.35677913073994 26.714202791923285, 83.35677913073994 26.714002791923285, 83.35697913073994 26.714002791923285))"
xbd_bld_069170,hurricane-matthew_00000352,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000352_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000352_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000352_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000352_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000352_mask_sim.npy,"POLYGON ((-74.11156909060165 18.633417679342234, -74.11156909060165 18.633617679342233, -74.11176909060165 18.633617679342233, -74.11176909060165 18.633417679342234, -74.11156909060165 18.633417679342234))"
xbd_bld_069553,hurricane-matthew_00000361,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000361_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000361_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000361_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000361_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000361_mask_sim.npy,"POLYGON ((-74.10029223560714 18.544306467119164, -74.10029223560714 18.544506467119163, -74.10049223560715 18.544506467119163, -74.10049223560715 18.544306467119164, -74.10029223560714 18.544306467119164))"
xbd_bld_203226,nepal-flooding_00000439,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000439_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000439_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000439_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000439_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000439_mask_sim.npy,"POLYGON ((83.52973934961749 26.491036775894916, 83.52973934961749 26.491236775894915, 83.52953934961748 26.491236775894915, 83.52953934961748 26.491036775894916, 83.52973934961749 26.491036775894916))"
xbd_bld_205356,nepal-flooding_00000467,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000467_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000467_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000467_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000467_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000467_mask_sim.npy,"POLYGON ((83.3570129775468 26.714418296920538, 83.3570129775468 26.714618296920538, 83.3568129775468 26.714618296920538, 83.3568129775468 26.714418296920538, 83.3570129775468 26.714418296920538))"
xbd_bld_078481,hurricane-michael_00000141,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000141_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000141_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000141_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000141_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000141_mask_sim.npy,"POLYGON ((-85.65758595252233 30.204351829794543, -85.65758595252233 30.204551829794543, -85.65778595252233 30.204551829794543, -85.65778595252233 30.204351829794543, -85.65758595252233 30.204351829794543))"
xbd_bld_200745,nepal-flooding_00000412,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000412_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000412_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000412_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000412_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000412_mask_sim.npy,"POLYGON ((83.37283072887969 26.717275309779698, 83.37283072887969 26.717475309779697, 83.37263072887968 26.717475309779697, 83.37263072887968 26.717275309779698, 83.37283072887969 26.717275309779698))"
xbd_bld_073290,hurricane-michael_00000045,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000045_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000045_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000045_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000045_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000045_mask_sim.npy,"POLYGON ((-85.64154633415889 30.098647371991774, -85.64154633415889 30.098847371991774, -85.6417463341589 30.098847371991774, -85.6417463341589 30.098647371991774, -85.64154633415889 30.098647371991774))"
xbd_bld_202508,nepal-flooding_00000431,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000431_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000431_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000431_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000431_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000431_mask_sim.npy,"POLYGON ((83.38958131821585 26.707317161876542, 83.38958131821585 26.70751716187654, 83.38938131821584 26.70751716187654, 83.38938131821584 26.707317161876542, 83.38958131821585 26.707317161876542))"
xbd_bld_202713,nepal-flooding_00000433,nepal-flooding,flooding,flood,intact,0,val,data/xbd_s12/s1/nepal-flooding_00000433_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000433_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000433_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000433_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000433_mask_sim.npy,"POLYGON ((83.3924648970384 26.700358425225247, 83.3924648970384 26.700558425225246, 83.39226489703839 26.700558425225246, 83.39226489703839 26.700358425225247, 83.3924648970384 26.700358425225247))"
xbd_bld_074674,hurricane-michael_00000072,hurricane-michael,wind,storm,damaged,1,val,data/xbd_s12/s1/hurricane-michael_00000072_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000072_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000072_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000072_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000072_mask_sim.npy,"POLYGON ((-85.64466634201347 30.230642423438862, -85.64466634201347 30.23084242343886, -85.64486634201347 30.23084242343886, -85.64486634201347 30.230642423438862, -85.64466634201347 30.230642423438862))"
xbd_bld_073221,hurricane-michael_00000043,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000043_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000043_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000043_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000043_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000043_mask_sim.npy,"POLYGON ((-85.657062406987 30.20819272097772, -85.657062406987 30.20839272097772, -85.657262406987 30.20839272097772, -85.657262406987 30.20819272097772, -85.657062406987 30.20819272097772))"
xbd_bld_080053,hurricane-michael_00000167,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000167_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000167_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000167_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000167_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000167_mask_sim.npy,"POLYGON ((-85.6527259847889 30.208997986428265, -85.6527259847889 30.209197986428265, -85.65292598478891 30.209197986428265, -85.65292598478891 30.208997986428265, -85.6527259847889 30.208997986428265))"
xbd_bld_200381,nepal-flooding_00000410,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000410_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000410_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000410_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000410_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000410_mask_sim.npy,"POLYGON ((83.40650649565374 26.593082534493174, 83.40650649565374 26.593282534493174, 83.40630649565374 26.593282534493174, 83.40630649565374 26.593082534493174, 83.40650649565374 26.593082534493174))"
xbd_bld_200210,nepal-flooding_00000410,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000410_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000410_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000410_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000410_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000410_mask_sim.npy,"POLYGON ((83.40444603349212 26.59367071249975, 83.40444603349212 26.59387071249975, 83.40424603349211 26.59387071249975, 83.40424603349211 26.59367071249975, 83.40444603349212 26.59367071249975))"
xbd_bld_071072,hurricane-matthew_00000392,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000392_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000392_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000392_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000392_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000392_mask_sim.npy,"POLYGON ((-74.1104699246055 18.257942485555525, -74.1104699246055 18.258142485555524, -74.1106699246055 18.258142485555524, -74.1106699246055 18.257942485555525, -74.1104699246055 18.257942485555525))"
xbd_bld_199186,nepal-flooding_00000398,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000398_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000398_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000398_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000398_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000398_mask_sim.npy,"POLYGON ((83.37055813684455 26.707183526791535, 83.37055813684455 26.707383526791535, 83.37035813684454 26.707383526791535, 83.37035813684454 26.707183526791535, 83.37055813684455 26.707183526791535))"
xbd_bld_077748,hurricane-michael_00000129,hurricane-michael,wind,storm,damaged,1,val,data/xbd_s12/s1/hurricane-michael_00000129_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000129_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000129_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000129_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000129_mask_sim.npy,"POLYGON ((-85.61021381410586 30.133442307282916, -85.61021381410586 30.133642307282916, -85.61041381410587 30.133642307282916, -85.61041381410587 30.133442307282916, -85.61021381410586 30.133442307282916))"
xbd_bld_200903,nepal-flooding_00000412,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000412_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000412_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000412_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000412_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000412_mask_sim.npy,"POLYGON ((83.37291842745924 26.715868221563962, 83.37291842745924 26.71606822156396, 83.37271842745923 26.71606822156396, 83.37271842745923 26.715868221563962, 83.37291842745924 26.715868221563962))"
xbd_bld_070684,hurricane-matthew_00000380,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000380_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000380_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000380_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000380_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000380_mask_sim.npy,"POLYGON ((-74.10342833770481 18.25361264961674, -74.10342833770481 18.25381264961674, -74.10362833770482 18.25381264961674, -74.10362833770482 18.25361264961674, -74.10342833770481 18.25361264961674))"
xbd_bld_205564,nepal-flooding_00000470,nepal-flooding,flooding,flood,intact,0,val,data/xbd_s12/s1/nepal-flooding_00000470_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000470_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000470_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000470_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000470_mask_sim.npy,"POLYGON ((83.387255643739 26.6172375932851, 83.387255643739 26.6174375932851, 83.38705564373899 26.6174375932851, 83.38705564373899 26.6172375932851, 83.387255643739 26.6172375932851))"
xbd_bld_202679,nepal-flooding_00000433,nepal-flooding,flooding,flood,intact,0,val,data/xbd_s12/s1/nepal-flooding_00000433_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000433_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000433_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000433_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000433_mask_sim.npy,"POLYGON ((83.39353814865268 26.69954451425343, 83.39353814865268 26.699744514253428, 83.39333814865267 26.699744514253428, 83.39333814865267 26.69954451425343, 83.39353814865268 26.69954451425343))"
xbd_bld_202861,nepal-flooding_00000436,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000436_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000436_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000436_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000436_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000436_mask_sim.npy,"POLYGON ((83.52505023188012 26.49081935343884, 83.52505023188012 26.49101935343884, 83.52485023188011 26.49101935343884, 83.52485023188011 26.49081935343884, 83.52505023188012 26.49081935343884))"
xbd_bld_203283,nepal-flooding_00000441,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000441_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000441_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000441_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000441_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000441_mask_sim.npy,"POLYGON ((83.37638092630588 26.66974692845254, 83.37638092630588 26.66994692845254, 83.37618092630588 26.66994692845254, 83.37618092630588 26.66974692845254, 83.37638092630588 26.66974692845254))"
xbd_bld_066794,hurricane-matthew_00000310,hurricane-matthew,wind,storm,destroyed,2,test,data/xbd_s12/s1/hurricane-matthew_00000310_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000310_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000310_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000310_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000310_mask_sim.npy,"POLYGON ((-74.1063390554759 18.63893092363985, -74.1063390554759 18.63913092363985, -74.1065390554759 18.63913092363985, -74.1065390554759 18.63893092363985, -74.1063390554759 18.63893092363985))"
xbd_bld_075930,hurricane-michael_00000091,hurricane-michael,wind,storm,destroyed,2,test,data/xbd_s12/s1/hurricane-michael_00000091_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000091_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000091_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000091_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000091_mask_sim.npy,"POLYGON ((-85.63927687884195 30.130013323430482, -85.63927687884195 30.130213323430482, -85.63947687884196 30.130213323430482, -85.63947687884196 30.130013323430482, -85.63927687884195 30.130013323430482))"
xbd_bld_079535,hurricane-michael_00000159,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000159_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000159_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000159_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000159_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000159_mask_sim.npy,"POLYGON ((-85.62448738914877 30.171042102236783, -85.62448738914877 30.171242102236782, -85.62468738914878 30.171242102236782, -85.62468738914878 30.171042102236783, -85.62448738914877 30.171042102236783))"
xbd_bld_067284,hurricane-matthew_00000327,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000327_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000327_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000327_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000327_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000327_mask_sim.npy,"POLYGON ((-74.1402406571621 18.555851341734737, -74.1402406571621 18.556051341734737, -74.1404406571621 18.556051341734737, -74.1404406571621 18.555851341734737, -74.1402406571621 18.555851341734737))"
xbd_bld_080967,hurricane-michael_00000180,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000180_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000180_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000180_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000180_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000180_mask_sim.npy,"POLYGON ((-85.64274682204785 30.228601393435355, -85.64274682204785 30.228801393435354, -85.64294682204786 30.228801393435354, -85.64294682204786 30.228601393435355, -85.64274682204785 30.228601393435355))"
xbd_bld_081522,hurricane-michael_00000187,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000187_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000187_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000187_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000187_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000187_mask_sim.npy,"POLYGON ((-85.61951934916206 30.19466257677658, -85.61951934916206 30.19486257677658, -85.61971934916207 30.19486257677658, -85.61971934916207 30.19466257677658, -85.61951934916206 30.19466257677658))"
xbd_bld_082128,hurricane-michael_00000194,hurricane-michael,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-michael_00000194_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000194_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000194_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000194_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000194_mask_sim.npy,"POLYGON ((-85.66438858365458 30.160344037825936, -85.66438858365458 30.160544037825936, -85.66458858365459 30.160544037825936, -85.66458858365459 30.160344037825936, -85.66438858365458 30.160344037825936))"
xbd_bld_205381,nepal-flooding_00000467,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000467_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000467_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000467_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000467_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000467_mask_sim.npy,"POLYGON ((83.36072065400198 26.714918908739406, 83.36072065400198 26.715118908739406, 83.36052065400197 26.715118908739406, 83.36052065400197 26.714918908739406, 83.36072065400198 26.714918908739406))"
xbd_bld_073238,hurricane-michael_00000043,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000043_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000043_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000043_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000043_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000043_mask_sim.npy,"POLYGON ((-85.65537374478298 30.205364849145013, -85.65537374478298 30.205564849145013, -85.65557374478298 30.205564849145013, -85.65557374478298 30.205364849145013, -85.65537374478298 30.205364849145013))"
xbd_bld_201300,nepal-flooding_00000418,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000418_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000418_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000418_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000418_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000418_mask_sim.npy,"POLYGON ((83.37668731258616 26.71760958669929, 83.37668731258616 26.71780958669929, 83.37648731258615 26.71780958669929, 83.37648731258615 26.71760958669929, 83.37668731258616 26.71760958669929))"
xbd_bld_200454,nepal-flooding_00000410,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000410_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000410_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000410_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000410_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000410_mask_sim.npy,"POLYGON ((83.40693550276644 26.593696575458498, 83.40693550276644 26.593896575458498, 83.40673550276644 26.593896575458498, 83.40673550276644 26.593696575458498, 83.40693550276644 26.593696575458498))"
xbd_bld_201717,nepal-flooding_00000418,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000418_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000418_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000418_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000418_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000418_mask_sim.npy,"POLYGON ((83.37735017610422 26.718084183946825, 83.37735017610422 26.718284183946825, 83.37715017610421 26.718284183946825, 83.37715017610421 26.718084183946825, 83.37735017610422 26.718084183946825))"
xbd_bld_205959,nepal-flooding_00000474,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000474_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000474_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000474_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000474_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000474_mask_sim.npy,"POLYGON ((83.40693242635834 26.587226122585612, 83.40693242635834 26.58742612258561, 83.40673242635833 26.58742612258561, 83.40673242635833 26.587226122585612, 83.40693242635834 26.587226122585612))"
xbd_bld_200306,nepal-flooding_00000410,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000410_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000410_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000410_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000410_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000410_mask_sim.npy,"POLYGON ((83.40593068490858 26.592627709735886, 83.40593068490858 26.592827709735886, 83.40573068490858 26.592827709735886, 83.40573068490858 26.592627709735886, 83.40593068490858 26.592627709735886))"
xbd_bld_199502,nepal-flooding_00000402,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000402_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000402_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000402_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000402_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000402_mask_sim.npy,"POLYGON ((83.38495439331126 26.619603936583033, 83.38495439331126 26.619803936583033, 83.38475439331125 26.619803936583033, 83.38475439331125 26.619603936583033, 83.38495439331126 26.619603936583033))"
xbd_bld_077328,hurricane-michael_00000124,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000124_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000124_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000124_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000124_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000124_mask_sim.npy,"POLYGON ((-85.65027482527094 30.185468299622244, -85.65027482527094 30.185668299622243, -85.65047482527095 30.185668299622243, -85.65047482527095 30.185468299622244, -85.65027482527094 30.185468299622244))"
