building_id,location,split,damage_label,sar_pre_path,sar_post_path,optical_pre_path,optical_post_path,building_mask_path,chip_size,resolution,crs,valid_sar,valid_optical
chennai_bld_000685,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000685_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000685_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000685_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000685_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000685_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000686,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000686_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000686_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000686_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000686_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000686_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000687,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000687_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000687_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000687_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000687_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000687_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000688,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000688_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000688_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000688_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000688_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000688_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000689,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000689_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000689_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000689_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000689_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000689_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000690,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000690_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000690_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000690_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000690_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000690_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000691,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000691_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000691_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000691_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000691_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000691_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000692,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000692_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000692_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000692_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000692_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000692_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000693,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000693_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000693_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000693_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000693_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000693_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000694,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000694_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000694_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000694_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000694_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000694_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000695,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000695_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000695_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000695_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000695_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000695_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000696,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000696_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000696_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000696_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000696_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000696_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000697,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000697_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000697_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000697_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000697_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000697_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000698,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000698_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000698_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000698_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000698_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000698_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000699,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000699_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000699_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000699_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000699_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000699_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000700,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000700_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000700_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000700_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000700_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000700_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000701,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000701_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000701_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000701_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000701_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000701_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000702,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000702_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000702_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000702_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000702_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000702_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000703,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000703_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000703_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000703_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000703_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000703_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000704,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000704_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000704_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000704_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000704_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000704_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000705,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000705_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000705_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000705_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000705_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000705_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000706,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000706_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000706_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000706_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000706_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000706_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000707,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000707_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000707_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000707_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000707_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000707_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000708,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000708_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000708_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000708_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000708_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000708_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000709,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000709_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000709_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000709_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000709_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000709_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000710,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000710_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000710_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000710_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000710_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000710_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000711,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000711_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000711_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000711_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000711_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000711_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000712,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000712_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000712_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000712_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000712_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000712_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000713,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000713_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000713_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000713_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000713_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000713_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000714,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000714_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000714_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000714_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000714_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000714_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000715,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000715_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000715_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000715_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000715_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000715_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000716,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000716_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000716_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000716_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000716_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000716_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000717,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000717_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000717_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000717_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000717_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000717_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000718,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000718_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000718_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000718_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000718_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000718_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000719,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000719_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000719_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000719_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000719_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000719_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000720,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000720_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000720_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000720_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000720_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000720_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000721,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000721_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000721_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000721_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000721_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000721_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000722,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000722_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000722_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000722_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000722_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000722_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000723,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000723_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000723_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000723_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000723_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000723_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000724,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000724_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000724_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000724_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000724_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000724_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000725,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000725_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000725_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000725_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000725_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000725_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000726,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000726_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000726_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000726_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000726_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000726_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000727,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000727_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000727_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000727_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000727_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000727_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000728,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000728_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000728_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000728_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000728_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000728_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000729,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000729_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000729_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000729_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000729_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000729_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000730,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000730_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000730_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000730_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000730_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000730_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000731,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000731_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000731_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000731_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000731_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000731_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000732,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000732_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000732_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000732_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000732_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000732_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000733,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000733_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000733_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000733_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000733_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000733_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000734,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000734_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000734_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000734_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000734_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000734_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000735,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000735_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000735_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000735_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000735_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000735_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000736,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000736_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000736_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000736_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000736_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000736_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000737,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000737_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000737_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000737_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000737_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000737_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000738,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000738_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000738_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000738_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000738_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000738_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000739,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000739_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000739_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000739_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000739_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000739_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000740,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000740_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000740_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000740_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000740_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000740_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000741,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000741_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000741_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000741_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000741_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000741_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000742,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000742_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000742_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000742_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000742_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000742_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000743,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000743_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000743_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000743_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000743_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000743_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000744,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000744_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000744_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000744_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000744_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000744_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000745,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000745_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000745_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000745_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000745_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000745_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000746,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000746_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000746_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000746_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000746_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000746_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000747,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000747_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000747_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000747_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000747_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000747_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000748,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000748_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000748_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000748_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000748_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000748_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000749,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000749_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000749_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000749_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000749_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000749_mask.npy,32,10.0,EPSG:32644,False,True
chennai_bld_000750,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000750_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000750_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000750_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000750_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000750_mask.npy,32,10.0,EPSG:32644,True,True
chennai_bld_000751,chennai,exclude,unlabeled,data/model_ready/chennai/exclude/chennai_bld_000751_sar_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000751_sar_post.npy,data/model_ready/chennai/exclude/chennai_bld_000751_optical_pre.npy,data/model_ready/chennai/exclude/chennai_bld_000751_optical_post.npy,data/model_ready/chennai/exclude/chennai_bld_000751_mask.npy,32,10.0,EPSG:32644,True,True
